EmployeeId,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,Attrition
1079,28,821,5,4,1,1,98,3,2,4,4908,24252,1,14,3,2,80,0,4,3,3,4,2,0,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1080,36,1456,13,5,1,2,96,2,2,1,6134,8658,5,13,3,2,80,3,16,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,0.0
1081,34,937,1,3,1,1,32,3,3,4,9888,6770,1,21,4,1,80,0,14,3,2,14,8,2,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1082,35,802,10,3,1,2,45,3,1,4,3917,9541,1,20,4,1,80,1,3,4,2,3,2,1,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1083,37,1372,1,3,1,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,3,17,12,5,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1084,42,855,12,3,1,2,57,3,1,2,2766,8952,8,22,4,2,80,3,7,6,2,5,3,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1085,40,555,2,3,1,2,78,2,2,3,3448,13436,6,22,4,2,80,1,20,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1086,41,247,7,1,1,2,55,1,5,3,19973,20284,1,22,4,2,80,2,21,3,3,21,16,5,10,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,0.0
1087,24,1371,10,4,1,4,77,3,2,3,4260,5915,1,12,3,4,80,1,5,2,4,5,2,0,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,0.0
1088,30,721,1,2,1,3,58,3,2,4,4011,10781,1,23,4,4,80,0,12,2,3,12,8,3,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1089,36,530,2,4,1,3,51,3,2,4,4502,7439,3,15,3,3,80,0,17,2,2,13,7,6,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0
1090,36,164,2,2,1,2,61,2,3,3,7596,3809,1,13,3,2,80,2,10,2,3,10,9,9,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1091,53,1223,7,2,1,4,50,3,5,3,18606,18640,3,18,3,2,80,1,26,6,3,7,7,4,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.0
1092,26,683,2,1,1,1,36,2,1,4,3904,4050,0,12,3,4,80,0,5,2,3,4,3,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1093,30,1288,29,4,1,3,33,3,3,2,9250,17799,3,12,3,2,80,1,9,3,3,4,2,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1094,27,591,2,1,1,1,40,3,1,2,3468,16632,9,12,3,4,80,1,6,3,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1095,53,661,7,2,1,1,78,2,3,4,10934,20715,7,18,3,4,80,1,35,3,3,5,2,0,4,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1096,52,994,7,4,1,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,4,3,8,6,4,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1097,29,746,24,3,1,3,45,4,1,1,1091,10642,1,17,3,4,80,0,1,3,3,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0
1098,29,1247,20,2,1,4,45,3,2,4,6931,10732,2,14,3,4,80,1,10,2,3,3,2,0,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
1099,42,201,1,4,1,2,95,3,1,1,2576,20490,3,16,3,2,80,1,8,5,3,5,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1100,40,543,1,4,1,1,83,3,1,4,2406,4060,8,19,3,3,80,2,8,3,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1101,30,413,7,1,1,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,3,2,1,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,0.0
1102,35,1232,16,3,1,3,96,3,3,2,8020,5100,0,15,3,3,80,2,12,3,2,11,9,6,9,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1103,46,849,26,2,1,2,98,2,2,2,7991,25166,8,15,3,3,80,0,6,3,3,2,2,2,2,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1104,22,1294,8,1,1,3,79,3,1,1,2398,15999,1,17,3,3,80,0,1,6,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.0
1105,45,950,28,3,1,4,97,3,1,4,2132,4585,4,20,4,4,80,1,8,3,3,5,4,0,3,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1106,35,556,23,2,1,2,50,2,2,3,5916,15497,3,13,3,1,80,0,8,1,3,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,1.0
1107,49,1002,18,4,1,4,92,3,2,4,6804,23793,1,15,3,1,80,2,7,0,3,7,7,1,7,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.0
1108,26,1146,8,3,1,4,38,2,2,1,5326,3064,6,17,3,3,80,0,6,2,2,4,3,1,2,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,1.0
1109,28,1103,16,3,1,3,49,3,1,3,2144,2122,1,14,3,3,80,0,5,3,2,5,3,1,4,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1110,32,1005,2,2,1,4,79,3,1,4,3068,11864,0,13,3,3,80,0,8,2,2,7,7,3,6,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1111,30,1312,23,3,1,1,96,1,1,3,2613,22310,1,25,4,3,80,3,10,2,2,10,7,0,9,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
1112,53,1070,3,4,1,3,45,3,4,3,17584,21016,3,16,3,4,80,3,21,5,2,5,3,1,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.0
1113,31,1463,23,3,1,2,64,2,2,4,5582,14408,0,21,4,2,80,1,10,2,3,9,0,7,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1114,27,472,1,1,1,3,60,2,2,1,4298,9679,5,19,3,3,80,1,6,1,3,2,2,2,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
1115,46,669,9,2,1,3,64,2,3,4,9619,13596,1,16,3,4,80,0,9,3,3,9,8,4,7,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,1.0
1116,46,1009,2,3,1,1,51,3,4,3,17861,2288,6,13,3,3,80,0,26,2,1,3,2,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.0
1117,18,230,3,3,1,3,54,3,1,3,1420,25233,1,13,3,3,80,0,0,2,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,1.0
1118,26,887,5,2,1,3,88,2,1,3,2366,20898,1,14,3,1,80,1,8,2,3,8,7,1,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,1.0
1119,28,1181,1,3,1,3,82,3,1,4,2044,5531,1,11,3,3,80,1,5,6,4,5,3,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1120,25,383,9,2,1,1,68,2,1,1,4400,15182,3,12,3,1,80,0,6,2,3,3,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,1.0
1121,48,1221,7,3,1,3,96,3,2,1,5486,24795,4,11,3,1,80,3,15,3,3,2,2,2,2,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
1122,39,1253,10,1,1,3,65,3,3,3,13464,7914,7,21,4,3,80,0,9,3,3,4,3,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.0
1123,44,986,8,4,1,1,62,4,1,4,2818,5044,2,24,4,3,80,1,10,2,2,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.0
1124,31,182,8,5,1,1,93,3,4,2,16422,8847,3,11,3,3,80,0,9,3,4,3,2,1,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,0.0
1125,33,1111,5,1,1,2,61,3,2,4,9998,19293,6,13,3,1,80,0,8,2,4,5,4,1,2,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1126,30,641,25,2,1,4,85,3,2,3,4736,6069,7,12,3,2,80,1,4,2,4,2,2,2,2,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1127,37,446,1,4,1,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,2,6,5,4,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
1128,29,665,15,3,1,3,60,3,1,4,2340,22673,1,19,3,1,80,0,6,1,3,6,5,1,5,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1129,32,1200,1,4,1,4,62,3,2,1,4087,25174,4,14,3,2,80,1,9,3,2,6,5,1,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1130,24,1287,7,3,1,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,4,3,6,3,1,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.0
1131,51,632,21,4,1,3,71,3,2,4,5441,8423,0,22,4,4,80,0,11,2,1,10,7,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.0
1132,45,1457,7,3,1,1,83,3,1,3,4477,20100,4,19,3,3,80,1,7,2,2,3,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0
1133,35,185,23,4,1,2,91,1,1,3,2705,9696,0,16,3,2,80,1,6,2,4,5,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1134,36,1383,10,3,1,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,1,3,12,8,5,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.0
1135,44,621,15,3,1,1,73,3,3,4,7978,14075,1,11,3,4,80,1,10,2,3,10,7,0,5,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0
1136,40,791,2,2,1,3,38,4,2,2,4244,9931,1,24,4,4,80,1,8,2,3,8,7,3,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1137,34,1397,1,5,1,2,42,3,1,4,2691,7660,1,12,3,4,80,1,10,4,2,10,9,8,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1138,56,1255,1,2,1,1,90,3,1,1,2066,10494,2,22,4,4,80,1,5,3,4,3,2,1,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1139,40,1329,7,3,1,1,73,3,1,1,2166,3339,3,14,3,2,80,0,10,3,1,4,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0
1140,33,924,2,3,1,3,78,3,1,4,2496,6670,4,11,3,4,80,0,7,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1141,55,177,8,1,1,4,37,2,4,2,13577,25592,1,15,3,4,80,1,34,3,3,33,9,15,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.0
1142,46,406,3,1,1,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,3,12,9,4,9,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
1143,27,210,1,1,1,3,73,3,2,2,6349,22107,0,13,3,4,80,1,6,0,3,5,4,1,4,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1144,45,364,25,3,1,2,83,3,5,2,18061,13035,3,22,4,3,80,0,22,4,3,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
1145,55,1136,1,4,1,2,81,4,4,4,14732,12414,2,13,3,4,80,2,31,4,4,7,7,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,0.0
1146,27,1291,11,3,1,3,98,4,1,4,2534,6527,8,14,3,2,80,1,5,4,3,1,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,0.0
1147,34,735,3,1,1,4,75,2,2,4,8103,16495,3,12,3,3,80,0,9,3,2,4,2,0,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1148,28,760,2,4,1,2,81,3,2,2,4779,3698,1,20,4,1,80,0,8,2,3,8,7,7,5,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1149,42,462,14,2,1,3,68,2,2,3,6244,7824,7,17,3,1,80,0,10,6,3,5,4,0,3,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1150,54,155,9,2,1,1,67,3,2,3,2897,22474,3,11,3,3,80,2,9,6,2,4,3,2,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1151,29,992,1,3,1,3,85,3,1,3,2058,19757,0,14,3,4,80,0,7,1,2,6,2,1,5,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,1.0
1152,32,238,5,2,1,1,47,4,1,3,2432,15318,3,14,3,1,80,0,8,2,3,4,1,0,3,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,0.0
1153,29,942,15,1,1,2,69,1,1,4,2168,26933,0,18,3,1,80,1,6,2,2,5,4,1,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0
1154,47,703,14,4,1,4,42,3,2,1,4960,11825,2,12,3,4,80,0,20,2,3,7,7,1,7,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1155,32,116,13,3,1,3,77,2,1,2,2743,7331,1,20,4,3,80,1,2,2,3,2,2,2,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1156,24,1448,1,1,1,1,62,3,1,2,3202,21972,1,16,3,2,80,0,6,4,3,5,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,1.0
1157,34,404,2,4,1,3,98,3,2,4,6687,6163,1,11,3,4,80,0,14,2,4,14,11,4,11,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1158,37,799,1,3,1,2,59,3,3,4,7491,23848,4,17,3,4,80,0,12,3,4,6,5,1,2,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.0
1159,32,976,26,4,1,3,100,3,2,4,4465,12069,0,18,3,1,80,0,4,2,3,3,2,2,2,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1160,27,1130,8,4,1,2,56,3,2,2,6214,3415,1,18,3,1,80,1,8,3,3,8,7,0,7,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1161,35,992,1,3,1,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,3,0,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1162,42,269,2,3,1,4,56,2,1,1,2593,8007,0,11,3,3,80,1,10,4,3,9,6,7,8,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.0
1163,32,495,10,3,1,3,64,3,3,4,11244,21072,2,25,4,2,80,0,10,5,4,5,2,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0.0
1164,38,243,7,4,1,4,46,2,2,4,4028,7791,0,20,4,1,80,0,8,2,3,7,7,0,5,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0
1165,35,1224,7,4,1,3,55,3,2,4,5204,13586,1,11,3,4,80,0,10,2,3,10,8,0,9,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1166,49,1091,1,2,1,3,90,2,4,3,13964,17810,7,12,3,4,80,0,25,2,3,7,1,0,7,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,0.0
1167,43,1179,2,3,1,4,73,3,2,4,7847,6069,1,17,3,1,80,1,10,3,3,10,9,8,8,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1168,34,216,1,4,1,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,2,15,1,0,9,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
1169,32,953,5,4,1,2,65,3,1,2,2718,17674,2,14,3,2,80,0,12,3,3,7,7,0,7,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1170,40,580,5,4,1,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,2,3,18,13,1,12,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1171,38,1490,2,2,1,4,42,3,1,4,1702,12106,1,23,4,3,80,1,1,3,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.0
1172,27,443,3,3,1,4,50,3,1,4,1706,16571,1,11,3,3,80,3,0,6,2,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.0
1173,31,754,26,4,1,1,63,3,2,4,5617,21075,1,11,3,3,80,0,10,4,3,10,7,0,8,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,0.0
1174,38,1327,2,2,1,4,39,2,2,4,5249,19682,3,18,3,4,80,1,13,0,3,8,7,7,5,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.0
1175,47,1482,5,5,1,4,42,3,5,3,18300,16375,4,11,3,2,80,1,21,2,3,3,2,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.0
1176,38,1084,29,3,1,4,54,3,2,4,6261,4185,3,18,3,1,80,1,9,3,1,7,7,1,7,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.0
1177,30,438,18,3,1,1,75,3,1,3,2632,23910,1,14,3,3,80,0,5,4,2,5,4,0,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
1178,28,773,6,3,1,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,2,3,3,1,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,0.0
1179,27,798,6,4,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,5,2,5,3,0,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
1180,46,991,1,2,1,4,44,3,1,1,3423,22957,6,12,3,3,80,0,10,3,4,7,6,5,7,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1181,40,1479,24,3,1,2,100,4,4,2,13194,17071,4,16,3,4,80,0,22,2,2,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.0
1182,55,282,2,2,1,4,58,1,5,3,19187,6992,4,14,3,4,80,1,23,5,3,19,9,9,11,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
1183,26,1349,23,3,1,1,90,3,1,4,2886,3032,1,22,4,2,80,2,3,3,1,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,0.0
1184,35,636,4,4,1,4,47,2,1,4,2376,26537,1,13,3,2,80,1,2,2,4,2,2,2,2,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1185,42,622,2,4,1,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,4,3,10,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0
1186,40,107,10,3,1,2,84,2,2,2,6852,11591,7,12,3,2,80,1,7,2,4,5,1,1,3,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,0.0
1187,19,1181,3,1,1,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.0
1188,31,697,10,3,1,3,40,3,3,3,11031,26862,4,20,4,3,80,1,13,2,4,11,7,4,8,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,0.0
1189,39,592,2,3,1,1,54,2,1,1,3646,17181,2,23,4,2,80,0,11,2,4,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,1.0
1190,31,311,20,3,1,2,89,3,2,3,4197,18624,1,11,3,1,80,1,10,2,3,10,8,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1191,49,1490,7,4,1,3,35,3,3,2,10466,20948,3,14,3,2,80,2,29,3,3,8,7,0,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.0
1192,20,959,1,3,1,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,0,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,0.0
